"id","ID_OBJETIVO","ID_SUBOBJETIVO","SUBOBJETIVO","Categoria_Principal","Categoria_Auxiliar_1","Categoria_Auxiliar_2","Categoria_Auxiliar_3"
"1.1",1,1,"Alimentación","abasto","abarrote",,
"1.1",1,1,"Alimentación","abasto","cocina",,
"1.1",1,1,"Alimentación","abasto","tienda",,
"1.1",1,1,"Alimentación","acuacultura",,,
"1.1",1,1,"Alimentación","acuícola","aseguramiento",,
"1.1",1,1,"Alimentación","acuícola","comercialización",,
"1.1",1,1,"Alimentación","acuícola","comercio",,
"1.1",1,1,"Alimentación","acuícola","comercios",,
"1.1",1,1,"Alimentación","acuícola","productivo",,
"1.1",1,1,"Alimentación","acuícola","proyecto",,
"1.1",1,1,"Alimentación","acuícola","sanidad",,
"1.1",1,1,"Alimentación","acuícola","seguro",,
"1.1",1,1,"Alimentación","acuícola",,,
"1.1",1,1,"Alimentación","agrícola","aseguramiento",,
"1.1",1,1,"Alimentación","agrícola","comercialización",,
"1.1",1,1,"Alimentación","agrícola","comercio",,
"1.1",1,1,"Alimentación","agrícola","comercios",,
"1.1",1,1,"Alimentación","agrícola","productivo",,
"1.1",1,1,"Alimentación","agrícola","proyecto",,
"1.1",1,1,"Alimentación","agrícola","sanidad",,
"1.1",1,1,"Alimentación","agrícola","seguro",,
"1.1",1,1,"Alimentación","agrícola",,,
"1.1",1,1,"Alimentación","agricultura","aseguramiento",,
"1.1",1,1,"Alimentación","agricultura","comercialización",,
"1.1",1,1,"Alimentación","agricultura","comercio",,
"1.1",1,1,"Alimentación","agricultura","comercios",,
"1.1",1,1,"Alimentación","agricultura","productivo",,
"1.1",1,1,"Alimentación","agricultura","proyecto",,
"1.1",1,1,"Alimentación","agricultura","sanidad",,
"1.1",1,1,"Alimentación","agricultura","seguro",,
"1.1",1,1,"Alimentación","agricultura",,,
"1.1",1,1,"Alimentación","agroalimentario","aseguramiento",,
"1.1",1,1,"Alimentación","agroalimentario","comercialización",,
"1.1",1,1,"Alimentación","agroalimentario","comercio",,
"1.1",1,1,"Alimentación","agroalimentario","comercios",,
"1.1",1,1,"Alimentación","agroalimentario","productivo",,
"1.1",1,1,"Alimentación","agroalimentario","proyecto",,
"1.1",1,1,"Alimentación","agroalimentario","sanidad",,
"1.1",1,1,"Alimentación","agroalimentario","seguro",,
"1.1",1,1,"Alimentación","agroalimentario",,,
"1.1",1,1,"Alimentación","agroemprendedor","aseguramiento",,
"1.1",1,1,"Alimentación","agroemprendedor","comercialización",,
"1.1",1,1,"Alimentación","agroemprendedor","comercio",,
"1.1",1,1,"Alimentación","agroemprendedor","comercios",,
"1.1",1,1,"Alimentación","agroemprendedor","productivo",,
"1.1",1,1,"Alimentación","agroemprendedor","proyecto",,
"1.1",1,1,"Alimentación","agroemprendedor","sanidad",,
"1.1",1,1,"Alimentación","agroemprendedor","seguro",,
"1.1",1,1,"Alimentación","agroemprendedor",,,
"1.1",1,1,"Alimentación","agropecuario","aseguramiento",,
"1.1",1,1,"Alimentación","agropecuario","comercialización",,
"1.1",1,1,"Alimentación","agropecuario","comercio",,
"1.1",1,1,"Alimentación","agropecuario","comercios",,
"1.1",1,1,"Alimentación","agropecuario","productivo",,
"1.1",1,1,"Alimentación","agropecuario","proyecto",,
"1.1",1,1,"Alimentación","agropecuario","sanidad",,
"1.1",1,1,"Alimentación","agropecuario","seguro",,
"1.1",1,1,"Alimentación","agropecuario",,,
"1.1",1,1,"Alimentación","agua","potable",,
"1.1",1,1,"Alimentación","agua","saneamiento",,
"1.1",1,1,"Alimentación","aguas","potable",,
"1.1",1,1,"Alimentación","aguas","saneamiento",,
"1.1",1,1,"Alimentación","alcantarillado",,,
"1.1",1,1,"Alimentación","alimentación",,,
"1.1",1,1,"Alimentación","alimentaria",,,
"1.1",1,1,"Alimentación","alimentarias",,,
"1.1",1,1,"Alimentación","alimentario",,,
"1.1",1,1,"Alimentación","alimentarios",,,
"1.1",1,1,"Alimentación","alimenticia",,,
"1.1",1,1,"Alimentación","alimento",,,
"1.1",1,1,"Alimentación","alimentos","aseguramiento",,
"1.1",1,1,"Alimentación","alimentos","comercialización",,
"1.1",1,1,"Alimentación","alimentos","comercio",,
"1.1",1,1,"Alimentación","alimentos","comercios",,
"1.1",1,1,"Alimentación","alimentos","productivo",,
"1.1",1,1,"Alimentación","alimentos","proyecto",,
"1.1",1,1,"Alimentación","alimentos","sanidad",,
"1.1",1,1,"Alimentación","alimentos","seguro",,
"1.1",1,1,"Alimentación","alimentos",,,
"1.1",1,1,"Alimentación","anemia",,,
"1.1",1,1,"Alimentación","apícola","aseguramiento",,
"1.1",1,1,"Alimentación","apícola","comercialización",,
"1.1",1,1,"Alimentación","apícola","comercio",,
"1.1",1,1,"Alimentación","apícola","comercios",,
"1.1",1,1,"Alimentación","apícola","productivo",,
"1.1",1,1,"Alimentación","apícola","proyecto",,
"1.1",1,1,"Alimentación","apícola","sanidad",,
"1.1",1,1,"Alimentación","apícola","seguro",,
"1.1",1,1,"Alimentación","apícola",,,
"1.1",1,1,"Alimentación","apoyo","económico","grupos sociales",
"1.1",1,1,"Alimentación","apoyo","económico","personas",
"1.1",1,1,"Alimentación","apoyo","económico","pobreza",
"1.1",1,1,"Alimentación","apoyo","económico","productor",
"1.1",1,1,"Alimentación","apoyo","en especie",,
"1.1",1,1,"Alimentación","apoyo","ingreso","grupos sociales",
"1.1",1,1,"Alimentación","apoyo","ingreso","personas",
"1.1",1,1,"Alimentación","apoyo","ingreso","pobreza",
"1.1",1,1,"Alimentación","apoyo","ingreso","productor",
"1.1",1,1,"Alimentación","apoyo","ingresos","grupos sociales",
"1.1",1,1,"Alimentación","apoyo","ingresos","personas",
"1.1",1,1,"Alimentación","apoyo","ingresos","pobreza",
"1.1",1,1,"Alimentación","apoyo","ingresos","productor",
"1.1",1,1,"Alimentación","apoyo","monetario",,
"1.1",1,1,"Alimentación","apoyo","no monetario",,
"1.1",1,1,"Alimentación","autoconsumo",,,
"1.1",1,1,"Alimentación","beca",,,
"1.1",1,1,"Alimentación","campesina",,,
"1.1",1,1,"Alimentación","campesinas",,,
"1.1",1,1,"Alimentación","campesino",,,
"1.1",1,1,"Alimentación","campesinos",,,
"1.1",1,1,"Alimentación","central","abasto",,
"1.1",1,1,"Alimentación","cocina",,,
"1.1",1,1,"Alimentación","comedor",,,
"1.1",1,1,"Alimentación","comedores",,,
"1.1",1,1,"Alimentación","comida",,,
"1.1",1,1,"Alimentación","comidas",,,
"1.1",1,1,"Alimentación","consumo","alimentaria",,
"1.1",1,1,"Alimentación","consumo","alimentarias",,
"1.1",1,1,"Alimentación","consumo","alimentario",,
"1.1",1,1,"Alimentación","consumo","alimentarios",,
"1.1",1,1,"Alimentación","consumo","alimenticia",,
"1.1",1,1,"Alimentación","consumo","alimento",,
"1.1",1,1,"Alimentación","consumo","alimentos",,
"1.1",1,1,"Alimentación","consumo","comida",,
"1.1",1,1,"Alimentación","consumo","comidas",,
"1.1",1,1,"Alimentación","consumo","leche",,
"1.1",1,1,"Alimentación","consumo","perecederos",,
"1.1",1,1,"Alimentación","derecho","agrario",,
"1.1",1,1,"Alimentación","desnutrición",,,
"1.1",1,1,"Alimentación","despensa",,,
"1.1",1,1,"Alimentación","disponibilidad","alimentaria",,
"1.1",1,1,"Alimentación","disponibilidad","alimentarias",,
"1.1",1,1,"Alimentación","disponibilidad","alimentario",,
"1.1",1,1,"Alimentación","disponibilidad","alimentarios",,
"1.1",1,1,"Alimentación","disponibilidad","alimenticia",,
"1.1",1,1,"Alimentación","disponibilidad","alimento",,
"1.1",1,1,"Alimentación","disponibilidad","alimentos",,
"1.1",1,1,"Alimentación","drenaje",,,
"1.1",1,1,"Alimentación","etiquetado",,,
"1.1",1,1,"Alimentación","extensionismo",,,
"1.1",1,1,"Alimentación","ganado","aseguramiento",,
"1.1",1,1,"Alimentación","ganado","comercialización",,
"1.1",1,1,"Alimentación","ganado","comercio",,
"1.1",1,1,"Alimentación","ganado","comercios",,
"1.1",1,1,"Alimentación","ganado","productivo",,
"1.1",1,1,"Alimentación","ganado","proyecto",,
"1.1",1,1,"Alimentación","ganado","sanidad",,
"1.1",1,1,"Alimentación","ganado","seguro",,
"1.1",1,1,"Alimentación","ganado",,,
"1.1",1,1,"Alimentación","infección",,,
"1.1",1,1,"Alimentación","información","alimentaria",,
"1.1",1,1,"Alimentación","información","alimentarias",,
"1.1",1,1,"Alimentación","información","alimentario",,
"1.1",1,1,"Alimentación","información","alimentarios",,
"1.1",1,1,"Alimentación","información","alimenticia",,
"1.1",1,1,"Alimentación","información","alimento",,
"1.1",1,1,"Alimentación","información","alimentos",,
"1.1",1,1,"Alimentación","información","nutricional",,
"1.1",1,1,"Alimentación","inocuidad","agroalimentario",,
"1.1",1,1,"Alimentación","inocuidad","alimentaria",,
"1.1",1,1,"Alimentación","inocuidad","alimentarias",,
"1.1",1,1,"Alimentación","inocuidad","alimentario",,
"1.1",1,1,"Alimentación","inocuidad","alimentarios",,
"1.1",1,1,"Alimentación","inocuidad","alimenticia",,
"1.1",1,1,"Alimentación","inocuidad","alimento",,
"1.1",1,1,"Alimentación","inocuidad","alimentos",,
"1.1",1,1,"Alimentación","inocuidad","comida",,
"1.1",1,1,"Alimentación","inocuidad","comidas",,
"1.1",1,1,"Alimentación","inocuidad","leche",,
"1.1",1,1,"Alimentación","inocuidad","perecederos",,
"1.1",1,1,"Alimentación","leche",,,
"1.1",1,1,"Alimentación","nutricio",,,
"1.1",1,1,"Alimentación","nutrición",,,
"1.1",1,1,"Alimentación","nutrientes",,,
"1.1",1,1,"Alimentación","nutritivo",,,
"1.1",1,1,"Alimentación","obesidad",,,
"1.1",1,1,"Alimentación","parásito","enfermedad",,
"1.1",1,1,"Alimentación","pequeño","productor",,
"1.1",1,1,"Alimentación","perecederos",,,
"1.1",1,1,"Alimentación","pesca",,,
"1.1",1,1,"Alimentación","pesquero","aseguramiento",,
"1.1",1,1,"Alimentación","pesquero","comercialización",,
"1.1",1,1,"Alimentación","pesquero","comercio",,
"1.1",1,1,"Alimentación","pesquero","comercios",,
"1.1",1,1,"Alimentación","pesquero","productivo",,
"1.1",1,1,"Alimentación","pesquero","proyecto",,
"1.1",1,1,"Alimentación","pesquero","sanidad",,
"1.1",1,1,"Alimentación","pesquero","seguro",,
"1.1",1,1,"Alimentación","pesquero",,,
"1.1",1,1,"Alimentación","producto básico",,,
"1.1",1,1,"Alimentación","seguridad","alimentaria",,
"1.1",1,1,"Alimentación","seguridad","alimentarias",,
"1.1",1,1,"Alimentación","seguridad","alimentario",,
"1.1",1,1,"Alimentación","seguridad","alimentarios",,
"1.1",1,1,"Alimentación","seguridad","alimenticia",,
"1.1",1,1,"Alimentación","seguridad","alimento",,
"1.1",1,1,"Alimentación","seguridad","alimentos",,
"1.1",1,1,"Alimentación","sobrepeso",,,
"1.1",1,1,"Alimentación","subalimentación",,,
"1.1",1,1,"Alimentación","subsidio","económico","grupos sociales",
"1.1",1,1,"Alimentación","subsidio","económico","personas",
"1.1",1,1,"Alimentación","subsidio","económico","pobreza",
"1.1",1,1,"Alimentación","subsidio","económico","productor",
"1.1",1,1,"Alimentación","subsidio","en especie",,
"1.1",1,1,"Alimentación","subsidio","ingreso","grupos sociales",
"1.1",1,1,"Alimentación","subsidio","ingreso","personas",
"1.1",1,1,"Alimentación","subsidio","ingreso","pobreza",
"1.1",1,1,"Alimentación","subsidio","ingreso","productor",
"1.1",1,1,"Alimentación","subsidio","ingresos","grupos sociales",
"1.1",1,1,"Alimentación","subsidio","ingresos","personas",
"1.1",1,1,"Alimentación","subsidio","ingresos","pobreza",
"1.1",1,1,"Alimentación","subsidio","ingresos","productor",
"1.1",1,1,"Alimentación","subsidio","monetario",,
"1.1",1,1,"Alimentación","subsidio","no monetario",,
"1.1",1,1,"Alimentación","sujeto","agrario",,
"1.1",1,1,"Alimentación","talla",,,
"1.1",1,1,"Alimentación","tallas",,,
"1.1",1,1,"Alimentación","tecnificación","agrícola",,
"1.1",1,1,"Alimentación","tecnificación","agua",,
"1.1",1,1,"Alimentación","tecnificación","aguas",,
"1.1",1,1,"Alimentación","tecnificación","ganado",,
"1.1",1,1,"Alimentación","tecnificación","hídrica",,
"1.1",1,1,"Alimentación","tecnificación","riego",,
"1.1",1,1,"Alimentación","transferencia","ingreso",,
"1.1",1,1,"Alimentación","transferencia","ingresos",,
"1.1",1,1,"Alimentación","transferencias","ingreso",,
"1.1",1,1,"Alimentación","transferencias","ingresos",,
"1.2",1,2,"Educación","activación","física",,
"1.2",1,2,"Educación","actividad","artística",,
"1.2",1,2,"Educación","actividad","cultural",,
"1.2",1,2,"Educación","actividad","física",,
"1.2",1,2,"Educación","aprender",,,
"1.2",1,2,"Educación","aprendizaje",,,
"1.2",1,2,"Educación","bachillerato",,,
"1.2",1,2,"Educación","bebederos",,,
"1.2",1,2,"Educación","beca",,,
"1.2",1,2,"Educación","biblioteca",,,
"1.2",1,2,"Educación","capital","cultural",,
"1.2",1,2,"Educación","colegiatura","educación",,
"1.2",1,2,"Educación","colegiatura","educativo",,
"1.2",1,2,"Educación","colegiatura","licenciatura",,
"1.2",1,2,"Educación","colegiatura","posgrado",,
"1.2",1,2,"Educación","colegiatura","universidades",,
"1.2",1,2,"Educación","computadoras","bachillerato",,
"1.2",1,2,"Educación","computadoras","educación",,
"1.2",1,2,"Educación","computadoras","educación básica",,
"1.2",1,2,"Educación","computadoras","educación media",,
"1.2",1,2,"Educación","computadoras","educación media superior",,
"1.2",1,2,"Educación","computadoras","educativa",,
"1.2",1,2,"Educación","computadoras","educativas",,
